From	To
Q01105	NP_001116293.1
Q01105	NP_001234929.1
Q01105	NP_001234930.1
Q01105	NP_003002.2
Q9Y6X0	NP_001123582.1
Q9Y6X0	NP_056374.2
O15047	NP_055527.1
O15047	XP_005255780.1
O15047	XP_006721169.1
O15047	XP_016879398.1
Q9UPS6	NP_055863.1
Q9UPS6	XP_005253915.1
Q9UPS6	XP_006719359.1
Q9BYW2	NP_054878.5
Q86TU7	NP_115609.2
Q86TU7	NP_954574.1
Q86TU7	XP_011535533.2
Q86TU7	XP_011535534.1
Q86TU7	XP_011535537.1
Q86TU7	XP_016877188.1
Q86TU7	XP_016877189.1
Q9NVD3	NP_001007260.1
Q9NVD3	NP_001007262.1
Q9NVD3	NP_001273681.1
Q9NVD3	NP_059134.1
Q9NVD3	XP_011527938.1
Q9NVD3	XP_011527939.1
Q9NVD3	XP_011527940.1
Q9NVD3	XP_011527941.1
Q9NVD3	XP_011527942.1
Q9NVD3	XP_011527944.1
Q9NVD3	XP_011527945.1
Q9NVD3	XP_011527946.1
Q9NVD3	XP_016883892.1
Q9NVD3	XP_016883893.1
Q9NVD3	XP_016883894.1
D6RJA0	NP_001293128.1
Q96T68	NP_001153780.1
Q96T68	NP_114121.2
Q53H47	NP_001230652.1
Q53H47	NP_001263254.1
Q53H47	NP_001307606.1
Q53H47	NP_001307607.1
Q53H47	NP_006506.3
P0DME0	NP_001274666.1
A0A087WYL5	NP_001230261.1
Q12874	NP_006793.1
Q13435	NP_006833.2
Q15427	NP_005841.1
Q9BWJ5	NP_112577.1
Q9Y3B4	NP_057131.1
A8K8P3	NP_001007468.1
A8K8P3	NP_001245254.1
A8K8P3	NP_001245255.1
A8K8P3	NP_001245256.1
A8K8P3	NP_055590.2
A8K8P3	XP_006724453.1
A8K8P3	XP_016884640.1
A8K8P3	XP_016884643.1
Q86VG2	NP_005057.1
Q86XK3	NP_001002759.1
Q86XK3	NP_660290.3
Q86XK3	XP_005269578.1
Q86XK3	XP_016871161.1
Q8N474	NP_003003.3
Q96HF1	NP_003004.1
Q6FHJ7	NP_003005.2
Q5T4F7	NP_003006.2
Q8WV19	NP_660152.1
O95562	NP_955376.1
Q587I9	NP_116129.3
P0C7M3	NP_001094811.1
Q8IWL1	NP_001092138.1
Q8IWL1	NP_001307742.1
Q8IWL1	XP_005270189.1
Q8IWL1	XP_011538426.1
Q8IWL1	XP_011538427.1
Q8IWL1	XP_016872097.1
Q9BWM7	NP_112233.2
Q6P4A7	NP_998814.1
Q6P4A7	XP_005269583.1
Q6P4A7	XP_005269584.1
Q6P4A7	XP_011537584.1
Q8TD22	NP_653180.1
A0A0S2Z4Q1	NP_000014.1
Q13326	NP_000222.1
Q13326	XP_005266562.1
Q96LD1	NP_001309808.1
Q96LD1	NP_001309809.1
Q96LD1	NP_001309810.1
Q96LD1	NP_631906.2
Q96ES7	NP_612423.1
Q86VZ5	NP_671512.1
Q86VZ5	XP_005269732.1
Q86VZ5	XP_011537884.1
Q86VZ5	XP_011537885.1
Q5FBB7	NP_001012409.1
Q5FBB7	NP_001012410.1
Q5FBB7	NP_001012411.1
Q5FBB7	NP_001012412.1
Q5FBB7	NP_001012413.1
Q5FBB7	NP_001186180.1
Q5FBB7	NP_001186181.1
Q5FBB7	NP_001186182.1
Q5FBB7	NP_001186183.1
Q5FBB7	NP_001186184.1
Q5FBB7	NP_001186185.1
Q5FBB7	NP_001186186.1
Q5FBB7	NP_612493.1
Q5FBB7	XP_011531675.1
Q5FBB7	XP_011531677.1
Q5FBB7	XP_011531678.1
Q5FBB7	XP_011531679.1
Q562F6	NP_001153518.1
Q562F6	NP_689737.4
Q562F6	XP_005246402.1
Q562F6	XP_011509036.1
Q9BX95	NP_110418.1
Q8IWX5	NP_001307762.1
Q8IWX5	NP_001307763.1
Q8IWX5	NP_689599.2
Q8IWX5	XP_016858844.1
Q2NKQ1	NP_001035037.1
Q2NKQ1	NP_001091967.1
Q2NKQ1	NP_001091968.1
Q2NKQ1	NP_597711.1
Q96EQ0	NP_061945.1
Q96EQ0	XP_005248605.1
F5GYM4	NP_001278353.1
O14796	NP_444512.2
Q5UBZ3	NP_001154915.1
Q9BRG2	NP_005481.2
Q9BRG2	XP_005259529.1
Q6ZV89	NP_001096630.1
Q6ZV89	NP_001096631.1
Q6ZV89	XP_011539761.1
Q6ZV89	XP_011539762.1
Q6ZV89	XP_011539763.1
Q7Z4S9	XP_016859331.1
V9HW48	NP_003013.1
Q9UJC5	NP_113657.1
Q9UJC5	XP_016866833.1
A0A140VJU5	NP_057093.1
A0A8V8TNT5	XP_016884951.1
Q5TCZ1	NP_055446.2
Q5TCZ1	XP_005270351.1
Q7Z6J0	NP_065921.2
Q08AM8	NP_689763.3
Q8TEJ3	NP_001092759.1
H9KV90	XP_011525315.1
Q9BYB0	NP_277052.1
Q9H0F6	NP_112236.3
Q9H0F6	XP_016869377.1
Q15464	NP_003019.2
P98077	NP_036567.2
Q92529	NP_058544.3
Q6S5L8	NP_976224.3
Q8NEM2	NP_079021.3
Q9BZQ2	NP_001332857.1
Q9BZQ2	NP_112195.2
Q5VZ18	NP_001010846.1
Q5VZ18	XP_011507465.1
B4DWP8	NP_001288100.1
Q15465	NP_000184.1
Q6UWI4	NP_001007539.1
A0PJX4	NP_001073974.1
Q96DD7	NP_937792.2
Q96DD7	XP_016855908.1
Q8N114	NP_001258994.1
Q8N114	NP_001258995.1
Q8N114	NP_001258996.1
Q8N114	NP_001258997.1
Q8N114	NP_001259011.1
Q8N114	NP_001259012.1
Q8N114	NP_057563.3
Q8N114	XP_005265262.1
Q8N114	XP_006713251.1
Q8N114	XP_011532098.1
Q6ZSJ9	NP_001166932.1
Q6ZSJ9	NP_001166933.1
Q6ZSJ9	NP_997269.2
A6NL88	NP_001138648.1
B4DS77	NP_001138676.2
B4DS77	NP_001138677.2
Q3SXP7	NP_001092764.1
Q3SXP7	XP_005261847.1
Q6UWV7	NP_001036158.1
A6NKW6	NP_001157914.1
Q8TBC3	NP_612401.2
Q8IYI0	NP_001290406.1
Q8IYI0	NP_001290407.1
Q8IYI0	NP_001290408.1
Q8IYI0	NP_689717.2
Q8IYI0	XP_016883173.1
Q5VXU9	XP_011516604.1
Q5VXU9	XP_011516605.1
O15266	NP_000442.1
O15266	NP_006874.1
O60902	NP_001157150.1
O60902	NP_003021.3
O60902	NP_006875.2
O60902	XP_006713791.1
O60902	XP_016862544.1
Q9UHJ6	NP_037408.2
Q2M3G4	NP_001166171.1
Q2M3G4	NP_597713.2
Q2M3G4	XP_005271942.1
Q2M3G4	XP_005271943.1
Q2M3G4	XP_011541469.1
F5H3B6	NP_001307593.1
F5H3B6	XP_016884981.1
F5H3B6	XP_016884983.1
Q9ULL8	NP_065768.2
A0MZ66	NP_001120683.1
A0MZ66	NP_001245227.1
A0MZ66	NP_001245228.1
A0MZ66	NP_001245229.1
A0MZ66	NP_060800.2
A0MZ66	XP_016871951.1
P14410	NP_001032.2
Q9HAT2	NP_001186851.1
Q9HAT2	NP_733746.1
Q8IW03	NP_942146.2
Q9NXL6	NP_001295279.1
Q9NXL6	NP_060169.2
Q9BZZ2	NP_075556.1
Q9BZZ2	XP_006723673.1
Q9BZZ2	XP_011527626.1
Q9BZZ2	XP_011527627.1
Q9BZZ2	XP_011527628.1
Q9BZZ2	XP_011527629.1
Q9BZZ2	XP_011527630.1
Q9BZZ2	XP_011527631.1
Q96PQ1	NP_201586.1
Q96PQ1	NP_443729.1
Q96PQ1	XP_011525743.1
Q08ET2	NP_001092082.1
O15389	NP_003821.1
O43699	NP_001171018.1
O43699	NP_001171019.1
O43699	NP_001171020.1
O43699	NP_001236.4
O43699	NP_942142.3
O43699	NP_942143.3
Q9Y286	NP_001264130.1
Q9Y286	NP_055200.1
Q9Y286	NP_057627.2
Q9NYZ4	NP_055257.2
Q9NYZ4	XP_011525037.1
Q9Y336	NP_001185487.1
Q9Y336	NP_055256.1
Q8N7X8	NP_775906.1
Q8N7X8	XP_005258856.1
Q8N7X8	XP_011525123.1
A0A7P0Z4C2	NP_001269137.1
P57059	NP_001307572.1
P57059	NP_775490.2
A0A0B4J2F2	NP_001307572.1
Q9H0K1	NP_056006.1
Q9BRV8	NP_001095866.1
Q9BRV8	NP_079349.2
P81133	NP_005059.2
P81133	XP_005267157.1
P81133	XP_016866686.1
Q8NDZ2	NP_001295124.1
Q8NDZ2	NP_001295125.1
Q8NDZ2	NP_001295129.1
Q8NDZ2	NP_940969.3
Q8NDZ2	XP_016864943.1
O75182	NP_001284524.1
O75182	NP_001284526.1
O75182	NP_056075.1
A0A6Q8PH54	XP_016857386.1
A0A6Q8PH54	XP_016857387.1
P78324	NP_001035111.1
P78324	NP_001035112.1
P78324	NP_001317657.1
P78324	NP_542970.1
P78324	XP_005260727.1
Q9H106	NP_848555.2
Q9P1W8	NP_001034597.1
Q9P1W8	NP_061026.2
Q9P1W8	NP_543006.2
Q9P1W8	XP_011527588.1
B0QZ35	NP_001300978.1
Q9Y3P8	NP_055265.1
Q15475	NP_005973.1
Q8TBA2	NP_058628.3
O95343	NP_005404.1
O75563	NP_001290397.1
O75563	NP_003921.2
O75563	XP_016868260.1
Q1XH10	NP_997254.3
Q1XH10	XP_005252507.1
Q1XH10	XP_011517782.1
Q1XH10	XP_016871714.1
Q1XH10	XP_016871715.1
Q15477	NP_008860.4
P84550	NP_001244953.1
P84550	XP_016877662.1
Q2VWA4	NP_001032891.1
Q2VWA4	NP_001264992.1
Q2VWA4	XP_006722588.1
D6R9R7	XP_011512384.1
Q9H6Q3	NP_115590.1
Q9H6Q3	NP_778252.1
Q9P270	NP_065897.1
Q13291	NP_001317683.1
Q13291	NP_003028.1
Q13291	XP_005245513.1
Q96DU3	NP_001171643.1
Q96DU3	NP_001171644.1
Q96DU3	NP_001171645.1
Q96DU3	NP_443163.1
B4DW98	NP_001269523.1
Q9P0V8	NP_001317670.1
Q9P0V8	NP_064510.1
Q6NSE6	NP_001139645.1
Q14493	NP_001293003.1
Q14493	NP_001293004.1
Q14493	NP_006518.1
Q12908	NP_000443.1
Q96EP9	NP_689892.1
Q5PT55	NP_001010893.1
Q3KNW5	NP_932069.1
Q13621	NP_000329.2
Q13621	NP_001171761.1
B7ZM24	NP_001243390.1
J3QSS1	XP_005256176.1
Q9UHW9	NP_001035959.1
Q9UHW9	NP_001035960.1
Q9UHW9	NP_001035961.1
Q9UHW9	NP_001035962.1
Q9UHW9	NP_005126.1
Q9UHW9	NP_598408.1
Q86YT5	NP_001137310.1
Q86YT5	NP_001271438.1
Q86YT5	NP_001271439.1
Q86YT5	NP_808218.1
A6NIM6	NP_001164269.1
P53985	NP_001159968.1
P53985	NP_003042.3
P53985	XP_011540328.1
P53985	XP_011540329.1
Q6ZSM3	NP_998771.3
Q6ZSM3	XP_016871726.1
Q6ZSM3	XP_016871727.1
Q6ZSM3	XP_016871728.1
Q7RTY0	NP_963860.1
O95907	NP_037488.2
O95907	XP_016884174.1
Q7RTY1	NP_001310910.1
Q7RTY1	NP_919274.1
Q7RTY1	XP_016871373.1
Q14916	NP_005065.2
Q14916	XP_016866688.1
Q14916	XP_016866690.1
Q06495	NP_001161051.1
Q06495	NP_003043.3
Q9Y2C5	NP_001273050.1
Q9Y2C5	NP_005486.1
Q9Y2C5	XP_011512513.1
Q9Y2C5	XP_011512521.1
Q9NRA2	NP_036566.1
Q8NDX2	NP_001138760.1
Q8NDX2	NP_647480.1
P54219	NP_001129163.1
P54219	NP_001135796.1
P54219	NP_001135797.1
P54219	NP_003044.1
P54219	XP_011542928.1
P54219	XP_011542929.1
Q05940	NP_003045.2
Q16572	NP_003046.2
Q6NT16	NP_439896.1
Q9BZV2	NP_079519.1
Q9BZV2	XP_011510234.1
Q9BZV2	XP_011510235.1
P43007	NP_001180422.1
P43007	NP_003029.2
O00341	NP_001274525.1
O00341	NP_001274526.1
O00341	NP_006662.3
A7LNJ1	NP_005406.3
Q9Y267	NP_001306962.1
Q9Y267	NP_004794.2
Q9Y267	XP_005265642.1
Q9Y267	XP_011532547.1
Q96BI1	NP_001302430.1
Q96BI1	NP_001302431.1
Q96BI1	NP_002546.3
Q96BI1	NP_899056.2
Q8N1D0	NP_001289791.1
Q8N1D0	NP_009036.2
Q8N1D0	XP_016873323.1
Q8N1D0	XP_016873324.1
Q8N1D0	XP_016873325.1
A6NK97	NP_001004326.4
Q8N4F4	NP_001129978.2
Q8N4F4	NP_775857.2
Q6T423	NP_955384.3
Q6T423	XP_016873176.1
Q9H015	NP_003050.2
Q9Y694	NP_006663.2
Q9Y694	NP_696961.2
Q8TCC7	NP_001171661.1
Q8TCC7	NP_001171662.1
Q8TCC7	NP_001171665.1
Q8TCC7	NP_004245.2
Q8TCC7	XP_011543666.1
Q8IVM8	NP_543142.2
Q9UGH3	NP_005107.4
Q9UGH3	NP_976072.1
Q9UGH3	XP_011527716.1
Q9UGH3	XP_011527717.1
Q9UGH3	XP_011527718.1
Q9UGH3	XP_011527719.1
Q9UGH3	XP_016883660.1
Q9UGH3	XP_016883661.1
Q9UGH3	XP_016883662.1
Q9UGH3	XP_016883663.1
Q9UGH3	XP_016883665.1
Q9UGH3	XP_016883666.1
A0A140VK48	NP_005107.4
A0A140VK48	NP_976072.1
A0A140VK48	XP_011527716.1
A0A140VK48	XP_011527717.1
A0A140VK48	XP_011527718.1
A0A140VK48	XP_011527719.1
A0A140VK48	XP_016883660.1
A0A140VK48	XP_016883661.1
A0A140VK48	XP_016883662.1
A0A140VK48	XP_016883663.1
Q9UI40	NP_001180217.1
Q9UI40	NP_065077.1
Q9UI40	XP_005251482.1
Q9UI40	XP_005251483.1
Q9UI40	XP_006716813.1
Q9UI40	XP_016870081.1
Q9UI40	XP_016870082.1
Q9HC58	NP_065740.2
D9HTE9	NP_001243463.1
Q9UBX3	NP_001257817.1
Q9UBX3	NP_001257882.1
Q9UBX3	NP_036272.2
Q6IBH0	NP_001158889.1
Q6IBH0	NP_001158890.1
Q6IBH0	NP_003553.2
O75746	NP_003696.2
F6SL11	NP_001269127.1
Q9H1K4	NP_001290413.1
Q9H1K4	NP_113669.1
Q9H1K4	XP_011544453.1
Q9H1K4	XP_011544454.1
Q9H1K4	XP_011544455.1
Q9H1K4	XP_011544456.1
Q9H1K4	XP_016884457.1
Q9BXI2	NP_114153.1
Q9BQT8	NP_001164641.1
Q9BQT8	NP_085134.1
Q9H0C2	NP_001305396.1
Q9H0C2	NP_112581.1
Q9BSK2	NP_115691.1
Q6PIV7	NP_997231.1
Q3KQZ1	NP_001307799.1
Q3KQZ1	NP_001307800.1
Q3KQZ1	NP_001307801.1
Q3KQZ1	NP_958928.1
Q3KQZ1	XP_011522148.1
Q9BZJ4	NP_001137252.1
Q9BZJ4	NP_057100.1
P12235	NP_001142.2
Q8TBP6	NP_061331.2
Q8N5S1	NP_001308227.1
Q8N5S1	NP_775908.2
Q86VD7	NP_001308473.1
Q86VD7	NP_848621.2
Q86VD7	XP_005259918.1
Q86VD7	XP_011526239.1
Q8WUT9	NP_660348.2
E9PGQ0	NP_001273113.1
E9PGQ0	XP_006711720.1
E9PGQ0	XP_011508482.1
E9PGQ0	XP_011508483.1
Q96AG3	NP_001290178.1
Q96AG3	NP_001290179.1
Q96AG3	NP_620128.1
P05141	NP_001143.2
Q9H1U9	NP_219480.1
Q3SY17	NP_001029344.3
Q5H9E4	NP_001012773.2
Q5H9E4	XP_005262186.1
Q5H9E4	XP_011529254.1
Q5H9E4	XP_011529255.1
Q5H9E4	XP_016885005.1
Q6I9V5	NP_001627.2
Q9H2B4	NP_071325.2
Q9H2B4	NP_602297.1
Q9H2B4	NP_998778.1
Q8NG04	NP_597996.2
P58743	NP_001161434.1
P58743	NP_001308716.1
P58743	NP_945350.1
P58743	NP_996766.1
P58743	NP_996767.1
P58743	NP_996768.1
P58743	XP_011514472.1
Q96RN1	NP_001180405.1
Q96RN1	NP_443193.1
Q96RN1	NP_619732.2
Q96RN1	XP_016865724.1
Q7LBE3	NP_443166.1
Q7LBE3	NP_599152.2
Q6PCB7	NP_940982.1
Q6PCB7	XP_011526305.1
O14975	NP_001153101.1
O14975	NP_003636.2
Q6P1M0	NP_005085.2
Q6P1M0	XP_016869711.1
Q9Y2P4	NP_001017372.1
Q9Y2P4	NP_001304913.1
Q9Y2P4	NP_054750.1
O00337	NP_001274691.1
O00337	NP_004204.3
O00337	NP_964014.1
Q2M2A7	NP_004203.2
Q9HAS3	NP_001186562.1
Q9HAS3	NP_071410.1
Q99808	NP_001071643.1
Q99808	NP_001071645.1
Q99808	NP_001291391.1
Q99808	NP_001291392.1
Q99808	NP_001291394.1
Q99808	NP_001291395.1
Q99808	XP_005248933.1
Q99808	XP_005248935.1
Q99808	XP_005248936.1
Q99808	XP_005248937.1
Q99808	XP_005248938.1
Q99808	XP_005248939.1
Q14542	NP_001287797.1
Q14542	NP_001287798.1
Q14542	NP_001523.2
Q14542	XP_016873121.1
Q14542	XP_016873126.1
Q8TD20	NP_660159.1
Q96QE2	NP_443117.3
Q9NR83	NP_064446.2
Q6PXP3	NP_997303.2
A0A8Q3WLF3	XP_006711500.2
Q9BRI3	NP_001004434.1
Q9BRI3	NP_115902.1
O14863	NP_037441.2
O14863	XP_011520299.1
O14863	XP_016878049.1
Q8TAD4	NP_001238898.1
Q8TAD4	NP_075053.2
Q8TAD4	NP_076960.1
Q8NEW0	NP_001138356.1
Q8NEW0	NP_598003.2
Q8NEW0	XP_016855889.1
Q8IWU4	NP_001166282.1
Q8IWU4	NP_001166284.1
Q8IWU4	NP_001166285.1
Q8IWU4	NP_001166286.1
Q8IWU4	NP_776250.2
A0A0S2Z514	NP_006336.3
Q9H598	NP_542119.1
A0A2R8YF57	XP_016862951.1
O95436	NP_001171469.1
O95436	NP_001171470.1
O95436	NP_006415.2
P78382	NP_001161870.1
P78382	NP_006407.1
A6NFI1	NP_001269576.1
P78383	NP_005818.2
Q9NQQ7	NP_001268386.1
Q9NQQ7	NP_001268387.1
Q9NQQ7	NP_001268388.1
Q9NQQ7	NP_001268389.1
Q9NQQ7	NP_057029.8
Q9NQQ7	NP_775096.1
Q9NQQ7	NP_775271.1
Q9NQQ7	XP_011527133.1
Q9NQQ7	XP_011527134.1
Q9NQQ7	XP_011527135.1
Q9NQQ7	XP_016883345.1
Q9NQQ7	XP_016883346.1
Q9NQQ7	XP_016883347.1
Q9NQQ7	XP_016883348.1
Q9NQQ7	XP_016883349.1
Q9NQQ7	XP_016883350.1
Q9NTN3	NP_055954.1
Q76EJ3	NP_001273919.1
Q76EJ3	NP_008932.2
Q5M8T2	NP_001008783.1
P0CK97	NP_001186716.1
P0CK97	NP_878258.1
Q5T1Q4	NP_001025029.2
Q5T1Q4	XP_005266922.1
Q8IXU6	NP_059985.2
Q8IY50	NP_001287774.1
Q8IY50	NP_775779.1
B8ZZV6	NP_001317246.1
Q8N357	NP_060347.2
Q8TBE7	NP_001091068.1
Q8TBE7	NP_001091069.1
Q8TBE7	NP_079522.2
Q8TBE7	XP_006713836.1
Q8TBE7	XP_011511516.1
Q8TBE7	XP_016862778.1
Q8TBE7	XP_016862779.1
Q8TBE7	XP_016862780.1
Q8N808	NP_689675.1
P0C7Q5	NP_001269229.1
Q96KT7	NP_473369.1
P0C7Q6	NP_001096084.1
Q495N2	NP_001138489.1
Q495N2	NP_861439.3
Q8IZM9	NP_001166173.1
Q8IZM9	NP_722518.2
Q9NY26	NP_001258886.1
Q9NY26	NP_001258887.1
Q9NY26	NP_001258888.1
Q9NY26	NP_001258889.1
Q9NY26	NP_001258890.1
Q9NY26	NP_055252.2
Q05C42	NP_001120729.1
Q504Y0	NP_001138667.1
Q504Y0	NP_001269662.1
Q504Y0	NP_001269663.1
Q504Y0	NP_689938.2
Q9NP94	NP_001243517.1
Q9NP94	NP_055394.2
Q9BRY0	NP_653165.2
Q9BRY0	NP_998733.1
Q13433	NP_001092876.1
Q13433	NP_036451.3
Q13433	XP_011524202.1
Q13433	XP_011524203.1
Q92504	NP_001070984.1
Q92504	NP_001275706.1
Q92504	NP_008910.2
Q9C0K1	NP_001128618.1
Q9C0K1	NP_001128619.1
Q9C0K1	NP_001128620.1
Q9C0K1	NP_071437.3
Q9C0K1	XP_005263234.1
Q9C0K1	XP_016864029.1
Q9C0K1	XP_016864030.1
C4N9M8	NP_060845.2
Q9NP59	NP_055400.1
B2RMP2	NP_776253.3
B2RMP2	XP_005245126.1
Q8WWI5	NP_001273659.1
Q8WWI5	NP_001317660.1
Q8WWI5	NP_536856.2
Q8N4M1	NP_001107578.1
Q8N4M1	NP_001245269.1
Q8N4M1	NP_001245270.1
Q8N4M1	NP_001245271.1
Q8N4M1	NP_001245272.1
Q8N4M1	NP_001288008.1
Q8N4M1	NP_689582.2
Q8N4M1	XP_005270498.1
Q96JT2	NP_149093.1
Q96JT2	XP_005245613.1
Q96JT2	XP_005245614.1
Q96JT2	XP_016858127.1
Q5BKX6	NP_001073900.1
Q5BKX6	NP_001273575.1
Q5BKX6	NP_001273577.1
Q9BY10	NP_149040.3
Q7Z3Q1	NP_001129391.1
Q7Z3Q1	NP_001334889.1
Q7Z3Q1	NP_861450.1
Q7Z3Q1	XP_005266418.1
Q6UXD7	NP_001281270.1
Q6UXD7	NP_001281271.1
Q6UXD7	NP_115595.2
Q2Y0W8	NP_001035049.1
Q2Y0W8	NP_001245330.1
Q2Y0W8	NP_001245331.1
Q2Y0W8	NP_001245332.1
Q2Y0W8	NP_001254544.1
Q2Y0W8	XP_016875730.1
Q96Q91	NP_001245355.1
Q96Q91	NP_001245356.1
Q96Q91	NP_001245357.1
Q96Q91	NP_113655.2
Q86UW2	NP_849190.2
Q86UW2	XP_005254216.1
E9PKE4	XP_016869310.1
E9PKE4	XP_016869311.1
P13866	NP_000334.1
P13866	NP_001243243.1
A0PJK1	NP_001035915.1
A0PJK1	NP_001257577.1
A0PJK1	NP_001257578.1
A0PJK1	NP_001269346.1
A0PJK1	NP_689564.3
Q8WY15	XP_006721135.2
P53794	NP_008864.4
Q2T9H3	NP_001291936.1
Q8N695	NP_666018.3
A1A4F0	NP_001093247.1
A1A4F0	NP_001123473.1
A1A4F0	NP_001123474.1
A1A4F0	NP_001230658.1
B5MC27	NP_001269640.1
P48066	NP_001304335.1
P48066	NP_055044.1
Q9NSD5	NP_001177926.1
Q9NSD5	NP_001230321.1
Q9NSD5	NP_057699.2
Q9UN76	NP_009162.1
Q9GZN6	NP_054756.2
Q9GZN6	XP_005258877.1
Q9GZN6	XP_006723231.1
Q9H1V8	NP_001010898.1
Q9H1V8	XP_006710706.1
H3BRE9	XP_011521599.1
Q4VAM6	NP_004202.3
Q99884	NP_055043.2
P30825	NP_003036.1
P30825	XP_005266564.1
P30825	XP_016876205.1
Q8TCU3	NP_620172.2
Q8TBB6	NP_066000.2
P52569	NP_001008539.3
P52569	NP_001158243.1
P52569	NP_003037.4
P52569	XP_005273667.1
P52569	XP_005273668.1
P52569	XP_005273669.1
P52569	XP_016869235.1
P52569	XP_016869236.1
Q8WY07	NP_001041629.1
Q8WY07	NP_116192.4
Q8WY07	XP_016885401.1
Q01650	NP_003477.4
A0A994J4U7	XP_016860244.1
A0A994J4U7	XP_016860245.1
A0A994J4U7	XP_016860246.1
P57103	NP_001123889.1
P57103	NP_150287.1
P57103	NP_489479.1
P57103	NP_891977.1
P57103	NP_891981.1
P57103	NP_892114.1
P57103	XP_016877095.1
P57103	XP_016877097.1
Q6J4K2	NP_001317395.1
Q6J4K2	NP_079235.2
Q6J4K2	XP_006719670.1
Q6J4K2	XP_011537051.1
Q6J4K2	XP_011537054.1
P19634	NP_003038.2
Q9UBY0	NP_003039.2
O14745	NP_004243.1
Q6AI14	NP_001011552.2
Q96T83	NP_115980.1
Q9Y2E8	NP_001247420.1
Q9Y2E8	NP_056081.1
Q5TAH2	NP_848622.2
Q9Y6L6	NP_006437.3
G3V0H7	NP_001009562.3
A0A0A0MTF1	NP_001138684.1
Q96BD0	NP_057438.3
Q6ZQN7	NP_851322.3
Q9H2Y9	NP_001139480.1
Q9H2Y9	NP_001139481.1
Q9H2Y9	NP_112220.2
Q9H2Y9	XP_005251370.1
Q9H2Y9	XP_016869372.1
P0C7P3	NP_001123292.1
P0C7P3	XP_016880065.1
P0C7P3	XP_016880066.1
P0C7P3	XP_016880067.1
P0C7P3	XP_016880068.1
B4E128	NP_001317112.1
Q9GZT3	NP_001254792.1
Q9GZT3	NP_001254793.1
Q9GZT3	NP_112487.1
A6H8V1	NP_003052.2
Q96PX8	NP_001268432.1
Q96PX8	NP_443142.1
B3KTY4	NP_001137478.1
B3KTY4	NP_001137480.1
B3KTY4	NP_001137481.1
B3KTY4	NP_001137482.1
B3KTY4	NP_115928.1
O94933	NP_001305739.1
O94933	NP_001305740.1
O94933	NP_055741.2
O94991	NP_056382.1
O94991	XP_005254095.1
O94991	XP_005254096.1
Q9H5Y7	NP_115605.2
O00631	NP_003054.1
P03973	NP_003055.1
P55000	NP_065160.1
P0DP57	NP_803253.1
Q9BQ83	NP_001014999.1
Q9BQ83	NP_001015000.1
Q9BQ83	NP_076949.1
Q9BQ83	NP_835145.1
Q8IY92	NP_115820.2
Q5VYV7	NP_001009608.1
Q9NSI2	NP_001303912.1
Q9NSI2	NP_001303913.1
Q9NSI2	NP_001303914.1
Q9NSI2	NP_001303915.1
Q9NSI2	NP_001303917.1
Q9NSI2	NP_478070.1
O15198	NP_001120689.1
O15198	NP_005896.1
Q8WU79	NP_001185907.1
Q8WU79	NP_001185908.1
Q8WU79	NP_001185909.1
Q8WU79	NP_073570.1
P28370	NP_001269804.1
P28370	NP_003060.2
P28370	XP_005262518.1
P28370	XP_006724845.1
P28370	XP_016885239.1
Q12824	NP_001007469.1
Q12824	NP_003064.2
Q58EY4	NP_003065.3
F8VXC8	NP_001317217.1
A0A090N8Z9	NP_001003802.1
A0A090N8Z9	NP_003069.2
G8JLG1	NP_001268392.1
Q8NDV3	NP_001278430.1
Q8NDV3	NP_683515.4
Q9UQE7	NP_005436.1
Q8IY18	NP_055925.2
Q147U7	NP_001071125.1
Q147U7	NP_001307402.1
A2RU48	NP_001013720.2
A2RU48	XP_016874801.1
Q9NRQ5	NP_064564.1
Q5T7P5	NP_109588.2
Q8TEV9	NP_658988.2
Q9UPR3	NP_056142.2
Q6TV06	NP_775179.1
Q96HG1	NP_001156910.1
P0DMW3	NP_001258521.1
P0DMW4	NP_001335184.1
P0DMW4	NP_976051.1
P0DMW5	NP_001335184.1
P0DMW5	NP_976051.1
P58511	NP_001300621.1
P58511	NP_478062.1
P58511	XP_016883692.1
P58511	XP_016883693.1
P58511	XP_016883694.1
P58511	XP_016883886.1
P58511	XP_016883887.1
P58511	XP_016883888.1
Q96EX1	NP_001158296.1
Q96EX1	NP_001158297.1
Q96EX1	NP_001307190.1
Q96EX1	NP_612437.3
Q96EX1	XP_005270460.1
Q96EX1	XP_011538855.1
Q96EX1	XP_011538857.1
Q96EX1	XP_016855655.1
P0DJ93	NP_001129047.1
Q7Z3B0	NP_001041714.1
P0DKX4	NP_001193776.1
P0DKX4	XP_016868432.1
Q96E16	NP_001129146.1
Q96E16	NP_001129147.1
Q96E16	NP_001129148.1
Q96E16	NP_612445.2
Q9BVW6	NP_076963.1
Q8N5G0	NP_001138904.1
Q3B7S5	NP_001032408.1
K7EJ46	NP_001240719.1
K7EJ46	NP_001240720.1
K7EJ46	NP_001240722.1
K7EJ46	NP_001240723.1
K7EJ46	XP_011520801.1
K7EJ46	XP_011520802.1
K7EJ46	XP_011520803.1
A6NLE4	NP_001276899.1
O75264	NP_001129975.1
Q86T20	NP_001008703.1
Q86T20	NP_001008704.1
Q86T20	NP_848603.2
Q9BZL3	NP_116565.3
A8MWV9	XP_006724011.1
A8MWV9	XP_011507198.1
